name,position,company,description,linkedin_url
Dellone Pascascio,,,Chief Nursing Officer at Los Angeles County Department of Health Services,https://www.linkedin.com/in/dellone-pascascio-1b37b958
"John Park, MD, PhD","Division Chief, Associate Clinical Professor, Interventional Radiology",City of Hope,Division Chief Associate Clinical Professor Interventional Radiology at City of Hope,https://www.linkedin.com/in/johnparkmdphd
Cheryl Moran,,,Chief Operating Officer at Black + Moran OSHA Compliance,https://www.linkedin.com/in/cheryl-moran-25733142
"Pat Matos, DNP, RN, NEA-BC",Chief Nursing Officer,UCLA Resnick Neuropsychiatric Hospital,Chief Nursing Officer UCLA Resnick Neuropsychiatric Hospital,https://www.linkedin.com/in/pat-matos-dnp-rn-nea-bc-59119137
Suraj Chandwani,Chief Scribe,ScribeAmerica,Chief Scribe at California Hospital ED,https://www.linkedin.com/in/surajchandwani
Paul Staton,Chief Financial Officer,UCLA Health,Senior Vice-President and Chief Financial Officer at UCLA Health,https://www.linkedin.com/in/paul-staton-30722029
"Patricia Matos DNP, RN, NEA-BC",Chief Nursing Officer,UCLA Resnick Neuropsychiatric Hospital,Chief Nursing Officer UCLA Resnick Neuropsychiatric Hospital,https://www.linkedin.com/in/patricia-matos-dnp-rn-nea-bc-295a0725
"Jian Tajbakhsh, PhD",Chief Scientist,3rd Street Diagnostics,Chief Scientist,https://www.linkedin.com/in/jiantajbakhsh
Mark Jaratanian,Chief Financial Officer / Admin.,"Five Star Home Hospice, Inc.","Chief Financial Officer at Five Star Home Hospice, Inc.",https://www.linkedin.com/in/mark-jaratanian-97bb8524
"Andrew J. Grim, CPA",Chief Financial Officer (CFO),AHMC Healthcare,Chief Financial Officer (CFO) at AHMC Healthcare,https://www.linkedin.com/in/andrew-j-grim-cpa-26704420
Ben Spivey,,,Chief Occupational Safety & Health/Senior Industrial Hygienist at Veterans Health Administration,https://www.linkedin.com/in/ben-spivey-16241b19
Steve Rutledge,,,Acting Chief Compliance Officer at Childrens Hospital Los Angeles,https://www.linkedin.com/in/steve-rutledge-4746708
Ben Ovando,Chief Operations Officer,Rancho Los Amigos National Rehabilitation Center,Chief Operations Officer,https://www.linkedin.com/in/ben-ovando-3607007
"Shaun Miller, MD, MBA",,,Associate Chief Medical Information Officer at Cedars-Sinai,https://www.linkedin.com/in/shaun-miller-md-mba-4617085
Eric Andersson,"Chief Executive Officer, Health Services",Ironwood State Prison,"Chief Executive Officer, Health Services, Ironwood State Prison",https://www.linkedin.com/in/eric-andersson-2753783
"Jennifer McAleer, MPP, MBA, CHC, CHPC, CCEP",Chief Compliance & Privacy Officer,Childrens Hospital Los Angeles (CHLA),Chief Compliance & Privacy Officer \xe2\x98\x85 Hospitals \xe2\x98\x85 Health Systems \xe2\x98\x85 Health Plans \xe2\x98\x85 Privacy \xe2\x98\x85 Audits,https://www.linkedin.com/in/jennmcaleer
Tim Judge,,,Assistant Chief Learning Officer at Kaiser Permanente,https://www.linkedin.com/in/tim-judge-0334122
"Dawn M. Downs MSN, FNP-BC, RN, CCRN",,,Chief Nursing Officer at Symons Ambulance,https://www.linkedin.com/in/dawndowns1
Holly Beverly,,,Chief Marketing Officer at The Discovery House,https://www.linkedin.com/in/holly-beverly-9b393961
Tammy Pirhekayati,chief clinical officer,Rockporthc health care services,Chief Clinical Officer -,https://www.linkedin.com/in/tammy-pirhekayati-5a120852
Carolina Flores,,,Chief Operating Officer Marketing & Sales at Landholding Real Estate,https://www.linkedin.com/in/carolina-flores-7b90073a
Eddy Vasquez,Chief Engineer,Kaiser Permanente - Data Center Facilities Services,Chief Engineer at Kaiser Foundation Health Plan,https://www.linkedin.com/in/eddy-vasquez-b6279738
Laurence Eason,Chief Clinical Officer PHS California,Providence Health & Services,Chief Clinical Officer Providence Health System,https://www.linkedin.com/in/laurence-eason-64212830
"Warren Hosseinion, M.D.",Chief Executive Officer,Maverick Medical Group,"Chief Executive Officer at Apollo Medical Holdings, Inc.",https://www.linkedin.com/in/warren-hosseinion-m-d-6766b726
Lori Pelliccioni,,,General Counsel & Chief Compliance Officer at Simplex Healthcare,https://www.linkedin.com/in/lori-pelliccioni-10807824
Marcus Lussier,,,Chief Executive Officer at Valuation & Information Group,https://www.linkedin.com/in/marcus-lussier-a4bb8212
Peter Wolters,,,Area Chief Financial Officer at Kaiser Permanente Southern California Permanente Medical Group,https://www.linkedin.com/in/petewolters
Jonathan Renderos,Chief Operating Officer,Era Life Care,Chief Operating Officer At Era Life Care,https://www.linkedin.com/in/jonathan-renderos-b2a82111
"Ryan Franke, MBA",,,Chief Operating Officer at PCH Treatment Center,https://www.linkedin.com/in/ryanfranke
Dianne Kujubu Belli,,,Chief Administrative Officer at Keiro Senior HealthCare,https://www.linkedin.com/in/dianne-kujubu-belli-12a8259
"Dr DV, Dushyant Viswanathan",,,Chief Medical Officer at The Columbia Center for Integrative Medicine,https://www.linkedin.com/in/dr-dv-dushyant-viswanathan-6620369
Michael Garcia,,,Chief Resident at Harbor-UCLA Medical Center,https://www.linkedin.com/in/michael-garcia-3078107
"James Santucci, FACHE, MBA, CLS(ASCP)",,,Chief Operating Officer at Desert Regional Medical Center (Tenet Healthcare),https://www.linkedin.com/in/james-santucci-fache-mba-cls-ascp-9b14537
"Amy Nguyen Howell, MD, MBA, FAAFP",CHIEF MEDICAL OFFICER,CAPG,Chief Medical Officer at CAPG,https://www.linkedin.com/in/dramynguyen
Ana Torres,,,Chief Quality Officer at Marina Del Rey Hospital,https://www.linkedin.com/in/ana-torres-23485a2
"Sharon K. Jhawar, PharmD, MBA, CGP",Chief Pharmacy Officer,SCAN Health Plan,CVP & Chief Pharmacy Officer at SCAN Health Plan,https://www.linkedin.com/in/sharon-k-jhawar-pharmd-mba-cgp-5651751
Cesar Rivas,,,Chief Of Staff at Office for Wellness and Health Promotion,https://www.linkedin.com/in/cesar-rivas-2b0522135
Leslie Shaw,,,Chief Legal Counsel at StrategicHealthSolutions,https://www.linkedin.com/in/leslie-shaw-7ab957129
Steven Richeimer,Chief of Pain Medicine,University of Southern California,Chief of Pain Medicine at Keck School of Medicine at University of Southern California,https://www.linkedin.com/in/stevenricheimer
Dylaine Elie,,,Chief Operating Officer at Vie Cachee,https://www.linkedin.com/in/dylaine-elie-11632a65
Edward Cortner,,,"Chief Executive Officer at EJC Consulting and Recovery, LLC",https://www.linkedin.com/in/edwardcortner
Maria Martinez,Assistant Chief Nursing Officer,La Paz Regional Hospital,Chief Nursing Officer at La Paz Regional Hospital,https://www.linkedin.com/in/maria-martinez-9bb25042
Chi Chung,,,Assistant Chief of Surgery at Kaiser Permanente,https://www.linkedin.com/in/chi-chung-35b54339
"BEHNAM BEHNAM, MD, DS.","MD, Senior Psychiatrist Supervizor, Chief of Professional Education",Metropolitan State Hospital,"MD, Senior Psychiatrist , Chief of Professional Education at Metropolitan State Hospital",https://www.linkedin.com/in/behnam-behnam-md-ds-39960728
Sheri Thompson,,,Chief Therapist at Ruby L. Golleher Oncology Center @ Presbyterian Intercommunity Hospital of whittier,https://www.linkedin.com/in/sheri-thompson-97296525
"Kevin Streeter, MBA, RN",Chief Nursing Executive,Citrus Valley Health Partners,Chief Nursing Executive,https://www.linkedin.com/in/kstreeter
Lili Sohrab-Moghbel,,,Chief Exec Officer & Owner at New Horizon Consulting,https://www.linkedin.com/in/lili-sohrab-moghbel-63303917
Don Stuckey,Vice President / Chief Performance Officer,"EPIC Management, LP",Vice President / Chief Performance Officer - EPIC Management LP,https://www.linkedin.com/in/don-stuckey-a4470913
"David Akira Tam, MD MBA FACHE",Chief Operating Officer,Providence Health & Services - St Johns Health Center,Chief Operating Officer,https://www.linkedin.com/in/david-akira-tam-md-mba-fache-264ba012
Paul Arns,"Chief, Clinical Informatics",Los Angeles County Department of Mental Health,"Chief, Clinical Informatics, LACDMH",https://www.linkedin.com/in/paul-arns-97b9b9
Alfonso Aguilera,Chief Financial Officer,ParkTree Community Health Center,Chief Financial Officer at Pomona Community Health Center,https://www.linkedin.com/in/alfonso-aguilera-5a1869a
Gordon Johnson,,,Chief Operating Officer at KeyGroup,https://www.linkedin.com/in/gordon-johnson-b911875
Linda Surapruik,,,"Chief, Health Administration Service at VAGLAHS",https://www.linkedin.com/in/linda-surapruik-691a46
Jesus Gomez,,,"Emergency Department Director, Chief Disaster Officer at Pacifica Hospital of the Valley",https://www.linkedin.com/in/jesus-gomez-310127b1
Jeff Radant,,,Chief Operating Officer at Monte Nido & Affiliates,https://www.linkedin.com/in/jeff-radant-7a4185a9
Vikram Kumar MD MBA,Chief Medical Information Officer (CMIO),Arrowhead Regional Medical Center,Chief Medical Information Officer at Arrowhead Regional Medical Center,https://www.linkedin.com/in/vikramkumarmd
Paul Kazimiroff,,,"Chief of Neurology, West Los Angeles, Kaiser Permanente Hospital at Kaiser Permanente",https://www.linkedin.com/in/paul-kazimiroff-53673984
Anthony Laughlin,,,Chief Development Officer at Monte Nido & Affiliates,https://www.linkedin.com/in/anthony-laughlin-90417182
Bill Gil,,,Chief Exec at Providence Health & Services,https://www.linkedin.com/in/bill-gil-2212b275
Robert Blair,,,Chief Administrative Officer at Southern California Permanente Medical Group,https://www.linkedin.com/in/robert-blair-b602595
"Timothy Gustafson, MBA, R.T.",Chief Operating Officer,Desert Medical Imaging,Chief Operating Officer,https://www.linkedin.com/in/timothyg1
Smith Jonathan,,,Chief Administrative Officer at Jules Stein Eye Institute-UCLA,https://www.linkedin.com/in/smith-jonathan-203aa341
"Nasim Afsar-manesh, MD MBA SFHM","Chief Quality Officer, Department of Medicine, UCLA Health",UCLA Health,"Chief Quality Officer, Department of Medicine, UCLA Health",https://www.linkedin.com/in/nasim-afsar-manesh-md-mba-sfhm-78884340
"Al Talavera CPA,CMA,CIA",,,Chief Financial and Operating Officer at Liquipel,https://www.linkedin.com/in/al-talavera-cpa-cma-cia-2b777440
Peter Xu,Chief Operating Officer,CASMORN Investment Group,"Chief Operating Officer at CASMORN Investment Company, Beijing & Los Anageles",https://www.linkedin.com/in/peter-xu-4715833
Earle Charles,,,Chief Information Officer at Kedren Mental Health,https://www.linkedin.com/in/earle-charles-17677736
laura benesch,,,Chief Nurse Executive at Antelope Valley Hospital,https://www.linkedin.com/in/laura-benesch-9739b134
Eric Cubillo,,,"Chief Operating Officer at Riverside Family Physicians, APMC",https://www.linkedin.com/in/eric-cubillo-ab808a7
Karla Valle,Chief Financial Officer,Kaiser Permanente,Area Chief Financial Officer at Kaiser Permanente,https://www.linkedin.com/in/karla-valle-0b1a714
"Jim Vigneau, SPHR",Chief Operating Officer,Balboa Horizons,Chief Operating Officer,https://www.linkedin.com/in/jimvigneau
"Sharon Peters, MBA",,,Chief Administrative Officer at Kaiser Permanente,https://www.linkedin.com/in/sharon-peters-mba-3799701
Tuan Le,"Physician, Chief of Nephrology Kaiser Permanente South Bay Medical Center",Southern CA Permanente Medical Group,"Physician, Chief of Nephrology at Southern CA Permanente Medical Group",https://www.linkedin.com/in/tuan-le-535918a8
Ybardolaza Yvette,,,Administrative Secretary to Chief Financial Officer at AHMC HealthCare,https://www.linkedin.com/in/ybardolaza-yvette-60b198a1
"Ron Yolo, MSN, MBA, RN","Assistant Chief Nursing Executive Officer, St. Mary Medical Center",Dignity Health,"Assistant Chief Nursing Executive Officer-Dignity Health, St. Mary Medical Center",https://www.linkedin.com/in/ron-yolo-msn-mba-rn-38997799
andrea a thornton,Chief Psychologist,The Camden Center,"Chief Psychologist, The Camden Center & Licensed Clinical Psychologist, Independent Practice",https://www.linkedin.com/in/andrea-a-thornton-4a067575
N. Iman Savage,Chief Operating Officer and Practice Manager,"Western Health Care, A Professional Medical Corporation","Chief Operating Officer at Western Health Care, A Professional Medical Coorporation",https://www.linkedin.com/in/n-iman-savage-8770364
Timothy M. Cotter MD FACC CPC,"Regional Chief of Cardiology, SCPMG",Kaiser Foundation Health Plan,"Regional Chief of Cardiology, SCPMG",https://www.linkedin.com/in/timothy-m-cotter-md-facc-cpc-b4031243
"Gloria Sanchez-Rico, RN, BSN, MBA, NEA-BC",,,"Vice President, Chief Nurse Executive at Huntington Hospital",https://www.linkedin.com/in/gloria-sanchez-rico-rn-bsn-mba-nea-bc-0677371
"Richard Bock, MD, MBA",,,Deputy Chief Medical Officer at CalOptima,https://www.linkedin.com/in/richard-bock-md-mba-90710b19
R U.,"Chief of Radiology,TeleradPros",TeleRadPros,"Chief, Radiology, TeleRadPros",https://www.linkedin.com/in/r-u-15166614
Mike Janson,"Chief, Program Evaluation and Data Management",Los Angeles County Deparment of Public Health,"Chief, Program Evaluation and Data Management",https://www.linkedin.com/in/mike-janson-a6b13a12
"James Kelley, MD, MBA",,,"Chief Medical Officer at L-Nutra, Inc",https://www.linkedin.com/in/james-kelley-md-mba-b187b711
Preet Chaudhary,"Chief, Jane Nohl Division of Hematology and Center for the study of Blood Diseases",Universithy of Southern California,"Chief, Jane Nohl Division of Hematology and Center for the study of Blood Diseases",https://www.linkedin.com/in/preet-chaudhary-92774110
Tyler Marks,Chief Compliance Officer,CAL-MED AMBULANCE,Chief Compliance Officer at CalMed Ambulance,https://www.linkedin.com/in/tyler-marks-80241aa
Shirin Karimi,,,Chief of Social Work at Department of Mental Health,https://www.linkedin.com/in/shirin-karimi-94b07a7
Deana Cuthbertson,,,Chief Radiation Therapy at City of Hope,https://www.linkedin.com/in/deana-cuthbertson-302a823
Fred Hunter,,,President & Chief Executive Officer at Centinela Freeman Health System,https://www.linkedin.com/in/fred-hunter-a1670a1
Lela Forcen,,,Chief Operations Officer at A-fordable Billing Solution,https://www.linkedin.com/in/lela-forcen-9442b558
Gudata Hinika,,,chief of trauma and emergency surgery at CHW,https://www.linkedin.com/in/gudata-hinika-82b21350
"James Pappas, MD, MBA",Chief Patient Safety Officer,Loma Linda University Health System,Chief Patient Safety Officer/Vice President for Quality and Patient Safety at Loma Linda University Health System,https://www.linkedin.com/in/j-pappas
"Wadsworth Murad, D.O.","Chief of Professional Education, DME","Patton State Hospital, California","Chief of Professional Education, DME, Department of State Hospitals - Patton",https://www.linkedin.com/in/wadsworth-murad-d-o-472a863a
Jennifer Bellucci,,,Chief Nursing Officer at Providence Trinity Care Hospice,https://www.linkedin.com/in/jennifer-bellucci-133b4637
Cecilia Barrios,,,Director Patient Care Services/Chief Nurse Executive at Shriners Hospitals for Children,https://www.linkedin.com/in/cecilia-barrios-7a876537
Cynthia Prendiz,Chief Engagement Officer,Pomona Community Health Center,Chief Engagement Officer Pomona Community Health Center,https://www.linkedin.com/in/cynthia-prendiz-0a179528
"Dr. John Millhollon-Turner, PhD, RN","Chief, Patient Care Service Medicine and Inpatient Care",VA Long Beach Healthcare System,"Chief, Patient Care Services for Medicine & Inpatient Care Group",https://www.linkedin.com/in/dr-john-millhollon-turner-phd-rn-6a243a22
Pamela Higgins,,,"Adminstrative Section Chief, Nutrition and Food Services at VA Greater Los Angeles",https://www.linkedin.com/in/pamela-higgins-b5b37a20
Almon Shiu,Professor and Vice Chair/Chief of physics,"Rad iation Oncology, Keck School of Medicine of USC",Professor and Vice Chair/Chief Physicist AT USC,https://www.linkedin.com/in/almon-shiu-b424a710
"Randy Culbertson DO, MBA",Chief Development Officer and Associate Admintrator. Desert regional Medical Center Tenet Health,Tenet Healthcare,Chief Development Officer at Tenet Healthcare,https://www.linkedin.com/in/randy-culbertson-do-mba-822752
Steve Yaeger,,,"Chief Operating Officer at Calox, Inc",https://www.linkedin.com/in/steve-yaeger-b187688
"Robert Brown,RN,BSN,MBA",,,Chief Operating Officer at Parkview Community Hospital,https://www.linkedin.com/in/robert-brown-rn-bsn-mba-b96a585
Kaila T. Pollock,Chief Operating Officer,TriValley Medical Group,Chief Operating Officer (COO) at TriValley Medical Group,https://www.linkedin.com/in/kaila-t-pollock-83a57890
Judith Jensen,,,Chief Home Health Referral & Community Care Coordination Service at Veterans Health Administration,https://www.linkedin.com/in/judith-jensen-00956915
"Sohail Merchant, CPA",,,Chief Financial Officer at KabaFusion,https://www.linkedin.com/in/sohail-merchant-cpa-8946b912
Toki Sadra,,,"Chief, Analytical Services at Los Angeles County Dept. of Health",https://www.linkedin.com/in/toki-sadra-281924
karen bonkowski,,,chief clinical officer at Kindred Healthcare,https://www.linkedin.com/in/karen-bonkowski-1a661768
James Malone,,,Chief Administrative Officer at Kaiser Permanente,https://www.linkedin.com/in/james-malone-880953126
"Paul Sennett, CPA",,,Chief Financial Officer at Centinela Hospital Medical Center,https://www.linkedin.com/in/paul-sennett-cpa-211293
"Summer Ward, MBA, CLE, CHTS","Chief Operations Officer, Specialty Care & Support Services",Ventura County Health Care Agency,Chief Operations Officer Specialty Care & Support Services,https://www.linkedin.com/in/summer-ward-mba-cle-chts-61a58334
Greg Siples,,,"Chief, Rehabilitation Therapy Service at Patton State Hospital, California",https://www.linkedin.com/in/greg-siples-08548329
George Cardoso,Chief Executive Officer,"Flex Ed, Inc.","President and Chief Executive Officer, Flex Ed, Inc.",https://www.linkedin.com/in/george-cardoso-57a4575
Patrice Djeumo,,,chief technologist at Fresenius Medical Care,https://www.linkedin.com/in/patrice-djeumo-b4059a13
"Albert Ocampo, CPA",Chief Financial Officer,Los Angeles Christian Health Center,Chief Financial Officer,https://www.linkedin.com/in/albert-ocampo-cpa-b6311810
"Mia S. Tepper, MBA",,,Chief Operating Officer at Inter Science Institute,https://www.linkedin.com/in/miatepper
"Kimberly Frazier, BSN, MBA",Chief Nursing Officer,Drs. Hospital/ East Los Angeles,Chief Nursing Officer at Drs. Hospital,https://www.linkedin.com/in/kimberly-frazier-bsn-mba-93493924
Heidi Matic,,,Chief Executive Officer at The Healthcare Roundtable,https://www.linkedin.com/in/heidi-matic-83a20176
Horak David,,,"Chief, Pulmonary and Critical Care Medicine at City of Hope",https://www.linkedin.com/in/horak-david-1609b730
Isaac Jenkins,Chief,US Navy,"Leading Chief for Patient Administration at Naval Hospital Camp Pendleton, CA",https://www.linkedin.com/in/isaac-jenkins-123a7483
Noel Nguyen,,,Chief Operations Officer at Royal Rehearsal LLC,https://www.linkedin.com/in/noel-nguyen-43b94013
Maureen McCourt,,,Chief Executive Officer at Physicians Wife/Mother to 3 Sons,https://www.linkedin.com/in/maureen-mccourt-50251127
"Guadalupe Ojeda, MBA, BSN, RN",,,Chief Nursing Officer at West Covina Medical Center,https://www.linkedin.com/in/guadalupe-ojeda-mba-bsn-rn-94984a3
Geoffrey Leung,,,Chief of Family Medicine at Riverside County Health System,https://www.linkedin.com/in/geoffrey-leung-05869190
"Nader Kamangar, MD, FACP, FCCP, FCCM","Chief, Division of Pulmonary and Critical Care Medicine",UCLA-Olive View Medical Center,"Professor & Chief, UCLA School of Medicine",https://www.linkedin.com/in/nader-kamangar-md-facp-fccp-fccm-89443517
"Michael DiMarco, Psy.D., MBA","Mental Health Section Chief, Community-Based Outpatient Clinics",Jerry L. Pettis VA Medical Center (Loma Linda VAMC),"Section Chief, Mental Health, Community-Based Outpatient Clinics, Loma Linda VA Healthcare",https://www.linkedin.com/in/michael-dimarco-psy-d-mba-49167629
Ali Tourkaman,,,"Vice President, Support and Construction Services at Eisenhower Medical Center",https://www.linkedin.com/in/ali-tourkaman-355ba733
Kevin Dawson,,,"Vice President, Information Services (CIO role)",https://www.linkedin.com/in/kevindawson
Bill Gorenstein,,,Senior Vice President and Chief Financial Officer National Hospital Segment,https://www.linkedin.com/in/billgorenstein
Aaron Margulis,,,Vice President at Premier Inc.,https://www.linkedin.com/in/aaron-margulis-314a2b7
Bruce Grimshaw,,,"Senior Vice President of Hospital Operations at Prospect/Alta Hospitals System, LLC",https://www.linkedin.com/in/bruce-grimshaw-67781b28
Michael Ruan,,,Student at University of Pennsylvania - The Wharton School,https://www.linkedin.com/in/michael-ruan-b743b697
Adam Thunell,Sr. VP & COO,Community Memorial Health System,Senior Vice President & Chief Operating Officer at Community Memorial Health System,https://www.linkedin.com/in/adam-thunell-4478b91a
Rick Greenblatt,"VP Sales & Marketing, EMPI Solutions",QuadraMed Patient Identity Solutions,"VP Sales & Marketing, EMPI Solutions at QuadraMed",https://www.linkedin.com/in/rick-greenblatt-014a376
Hovanessian Angel,"Corporate VP Revenue Cycle , HIM, CM, DP, and SWS",Citrus Valley Health Partners,VP Revenue Cycle and Health Information Management at Citrus Valley Health Partners,https://www.linkedin.com/in/hovanessian-angel-11857451
Raymond OKelley,VP Client Services & Business Development & Interim VP Sales,MediTract,National Vice President of Sales at MediTract,https://www.linkedin.com/in/raymond-o-kelley-9a86bb9
Erika Corle,Assistant to Executive Vice President/Chief Operating Officer & VP/Chief Nursing Officer,St. Joseph Health,Executive Assistant,https://www.linkedin.com/in/erika-corle-b3214a15
Craig Vittitoe,VP Western Zone,Kimberly-Clark,Independent Healthcare Professional,https://www.linkedin.com/in/craig-vittitoe-b7a7708
Peter Winston,,,Executive Vice President at SynerMed,https://www.linkedin.com/in/peter-winston-0a8b7b8
Julie Sprengel,,,Senior Vice President at Dignity Health Southern CA,https://www.linkedin.com/in/julie-sprengel-3979093
Brett Winslow,,,Vice President of Operations,https://www.linkedin.com/in/brett-winslow-7780229
Sorena Nadaf,,,"Senior Vice President, Chief Informatics Officer (CIO). Director Data Science & Digital Health Innovation: City of Hope",https://www.linkedin.com/in/sorena-nadaf-36539a4
Nirav Shah,,,Senior Vice President and Chief Operating Officer for clinical operations at Kaiser Permanente,https://www.linkedin.com/in/niravrshah
"Amy Gutierrez, Pharm.D.",,,"Vice President, Chief Pharmacy Officer, Kaiser Permanente",https://www.linkedin.com/in/amy-gutierrez-pharm-d-a1a22320
Lisa Caplan,,,"Senior Vice President, Care Delivery Technology Services, Kaiser Permanente",https://www.linkedin.com/in/lisa-caplan-83466b40
Maureen Archambault,,,"Senior Vice President, Chief Risk Officer at Prospect Medical Holdings, Inc.",https://www.linkedin.com/in/maureen-archambault-91a3784
Natalie Furman,,,Founder & Vice President (Beta Chapter) at TAMID Group,https://www.linkedin.com/in/nataliefurman
Rupe Hansra O.D.,,,Vice President Of Professional Services at ForEyes,https://www.linkedin.com/in/rupehansra
Claudia Perez,,,Vice President Operations,https://www.linkedin.com/in/claudia-perez-bb049bb0
Cindra Syverson,,,"Senior Vice President, Chief Human Resources Officer at Prospect Medical Holdings, Inc",https://www.linkedin.com/in/csyverson
Ramella Markarian,Vice President Business Development,Glendale Adventist Medical Center,Vice President at Glendale Adventist Medical Center,https://www.linkedin.com/in/ramella-markarian-03541aa2
Katie LeBlanc,,,"Vice President, Revenue Cycle Managed Services",https://www.linkedin.com/in/katie-leblanc-8611547
"Rachelle Bussell, CFRE",,,Senior Vice President for Advancement at Loma Linda University Health,https://www.linkedin.com/in/rachelle-bussell-cfre-1303a3ba
Juliana Da Luz,,,Senior Vice President of Recruitment at HiRe Solutions,https://www.linkedin.com/in/daluzju
Elvia Delgado,,,"Vice President, Healthcare Business Development and Strategy",https://www.linkedin.com/in/elvia-c-delgado
Mike Gill,,,"Vice President and General Manager: U.S. Region at Senseonics, Incorporated",https://www.linkedin.com/in/mikejgill
David Batista,,,"Vice President, San Antonio Regional Hospital",https://www.linkedin.com/in/david-batista-930298
Omid Toloui,,,"Vice President, Digital Health Strategy & Alliances at CareMore Health System",https://www.linkedin.com/in/omidtoloui
Chan B.,"Vice President, Strategy and Corporate Development","HealthCare Partners, A DaVita Medical Group","Vice President, Strategy and Corporate Development",https://www.linkedin.com/in/chanbasho
LinkedIn Member,,,,
Gordon Mountford,,,"Executive Vice President, Healthcare at Huron Consulting Group",https://www.linkedin.com/in/gordon-mountford-0798b27
Andrew Kin,,,"Vice President, Ops at DaVita VillageHealth",https://www.linkedin.com/in/andrewkin
Abbey Williams,,,Vice President of Human Resources - St. Vincent Medical Center,https://www.linkedin.com/in/abbey-williams-47158a97
Dean Campbell,,,Vice President & CIO at Good Samaritan Hospital,https://www.linkedin.com/in/dean-campbell-45821410
Don Soucy,,,Executive Vice President of Global Sales at Spok,https://www.linkedin.com/in/donsoucy
Lisa Kennedy,,,Vice President of Operations at Sunrise Senior Living,https://www.linkedin.com/in/lisa-kennedy-7aa0719
Janna Manukyan,,,Senior Vice President at My Choice Therapy,https://www.linkedin.com/in/janna-manukyan-4807658a
Mark Puleo,,,Vice President/Chief Human Resources Officer at Henry Mayo Newhall Memorial Hospital,https://www.linkedin.com/in/mark-puleo-25a20216
Dan Exley,,,"Vice President, Data Strategy & Analytics, MemorialCare",https://www.linkedin.com/in/dan-exley-26a7174
Jim Noble,,,Executive Vice President - CFO at Huntington Hospital,https://www.linkedin.com/in/jim-noble-5a812924
Margaret Hambleton,,,"Vice President, Chief Compliance Officer at Dignity Health",https://www.linkedin.com/in/margaret-hambleton-59562a19
David Pryor,,,"Regional Vice President Medical Director at Anthem, Inc.",https://www.linkedin.com/in/david-pryor-46b9027
Lori Marsden,,,Vice President of Operations at Healthcare Management Services,https://www.linkedin.com/in/lori-marsden-6a32247
Supriya Sood,,,"Vice President, Human Capital at Alignment Healthcare",https://www.linkedin.com/in/supriyasood
Arthur J. Ochoa,,,"Senior Vice President, Community Relations & Development at Cedars-Sinai Health System",https://www.linkedin.com/in/arthur-j-ochoa-07345828
Steve McMillan,,,"Associate Vice President, Enterprise Infrastructure Services",https://www.linkedin.com/in/steve-mcmillan-9563072
Sam Wald,,,Group Vice President at HealthCare Partners,https://www.linkedin.com/in/sam-wald-b855b915
Adam Darvish,,,"Senior Vice President, Strategies/Network Development at Kindred Healthcare",https://www.linkedin.com/in/adam-darvish-27779a8
Joel Helmke,,,"Senior Vice President, Operations at City of Hope",https://www.linkedin.com/in/joelhelmke
Chris Williams,,,Assistant Vice President at Molina Healthcare,https://www.linkedin.com/in/chris-williams-8b46a16
Scott Dalgleish,,,"Vice President Finance, ConcertoHealth",https://www.linkedin.com/in/scott-dalgleish-ab30981
Ryan Kelly,,,"Senior Vice President, HIM Solutions at GeBBS Healthcare Solutions",https://www.linkedin.com/in/ryanorlandokelly
W Perry Flowers,,,"Vice President, Acute Care and Infusion Pharmacy Programs at Kaiser Permanente",https://www.linkedin.com/in/w-perry-flowers-b0572811
Richard Elbaum,,,"Vice President, Marketing and Communications at Cedars-Sinai Medical Center",https://www.linkedin.com/in/richard-elbaum-578b9b22
Lisa Maqueira,,,"Vice President, Revenue Cycle and Managed Care Operations at Cedars-Sinai",https://www.linkedin.com/in/lisa-maqueira-6946a8a
Steve Valentine,,,"Vice President at Premier, Inc.",https://www.linkedin.com/in/steve-valentine-3447b48
David Kvancz,,,"Senior Vice President, Strategic Client Relationships at Visante\xc2\xae Inc.",https://www.linkedin.com/in/davidkvancz
"Felix Aguilar, MD, MPH, MHCM",,,Associate Vice President / Medical Director at Blue Shield of California - Care1st,https://www.linkedin.com/in/felixaguilar
"Metta Schneider, SPHR",,,"Vice President, People Services (HR) at DaVita Healthcare Partners",https://www.linkedin.com/in/mettaschneider
Kimberly D Reid,,,Vice President of Operations at Beacon Healthcare Systems,https://www.linkedin.com/in/kimberly-d-reid-a4a51019
"Michael H. Kanter, M.D.",,,Executive Vice President | Regional Medical Director | Quality & Clinical Analysis | Quality & Care Delivery Excellence,https://www.linkedin.com/in/mkanter
Katherine Steinberg,,,Vice President at Avalere Health,https://www.linkedin.com/in/katherine-steinberg-34971b67
Kim Sweers,,,"Vice President, Network Strategy and Services",https://www.linkedin.com/in/kjsparker
Joe Greenberg,,,"Vice President, Small Group Business Segment",https://www.linkedin.com/in/joe-greenberg-83b3996
Dorothy Seleski,,,Vice President at Health Net,https://www.linkedin.com/in/dorothy-seleski-3b318
Michael Rou,,,Vice President Of Business Development at Western Dental & Orthodontics,https://www.linkedin.com/in/michaelrou
Babette Vos,,,"Assistant Vice President, Technology Solutions",https://www.linkedin.com/in/babette-vos-78143432
Kristina Simonds,,,"Vice President, Sales at Alignment Healthcare",https://www.linkedin.com/in/kristina-simonds-01218912
