name,position,company,description,linkedin_url
Jeffrey Gastineau,Director - Application Shared Services,L Brands,Director - Application Shared Services at L Brands (Mast Global Technologies),https://www.linkedin.com/in/jeffrey-gastineau-7ba49b5
Beth Harhai,"Director, Client Accounts-Healthcare Solutions Group",Blackbaud,"Director, Client Development - Healthcare Solutions Group",https://www.linkedin.com/in/beth-harhai
Kristin Kellerman,,,Director of Sales at MurTech Consulting,https://www.linkedin.com/in/krkellerman
Sean Sadr,Director- Business Integration & Mobility,NiSource,Director- Business Integration & Mobility Transformation-NiSource,https://www.linkedin.com/in/sean-sadr-0703731
Jason Price,Managing Director,Deloitte,Managing Director | Data & Analytics,https://www.linkedin.com/in/jasprice
Gerald Cull,,,Director of Enterprise Cloud Sales at US Signal,https://www.linkedin.com/in/gerald-cull-66119
Krisann Lucrezi,,,"Regional Director of Sales - Cyber Intelligence at Stealthcare, LLC",https://www.linkedin.com/in/krisannlucrezi
Steve Fey,Director Of Sales and Marketing,TCC,Director of Sales and Marketing at TCC,https://www.linkedin.com/in/steve-fey-23742a4
Mike Nappi,,,"Director, Information Protection Center at OpenText",https://www.linkedin.com/in/mike-nappi-97679b3
Jayson Saul,Director IT Infrastructure,Oatey Company,Director IT Infrastructure Oatey SCS,https://www.linkedin.com/in/jayson-saul-3384b31
Mitch Baumann,"Executive Director, Big Data & Analytics, IBM U.S., Retail, CPG, Travel and Transportation",IBM,"Executive Director, Big Data & Analytics, IBM U.S., Retail, CPG, Travel and Transportation",https://www.linkedin.com/in/mitch-baumann-120621
Jon Baron,,,"Managing Director, Professional Segment, Tax & Accounting at Thomson Reuters",https://www.linkedin.com/in/jonbaronthomsonreuters
Josh Zywien,,,Director of Product Marketing at SmashFly Technologies,https://www.linkedin.com/in/joshzywien
Andrew Gartzke,Executive Director - Technology,OCLC,Executive Director at OCLC,https://www.linkedin.com/in/andrew-gartzke-1017881
Elyse Lopez Turner,,,Director of Marketing at Detroit Labs,https://www.linkedin.com/in/elyselopezturner
Ramsey Saa,,,Director Of Education at SAP,https://www.linkedin.com/in/ramsey-saab-7173a81
Tom Dushaj,Director/Vice President Solutions,Softura,Director/Vice President Solutions,https://www.linkedin.com/in/tom-dushaj-518949
Dennis DeMeyere,"Director, Enterprise Sales",iDashboards,"Director, Enterprise Sales at iDashboards",https://www.linkedin.com/in/dennis-demeyere-64569
David MacDonald,Director of Sales,"DataServ, a Skoda Minotti Technology Firm",Director of Sales,https://www.linkedin.com/in/davidmacdonald4
Larry Winters,Director Of Business Development,Guilford Group,Director of Business Development at Guilford Group,https://www.linkedin.com/in/larry-winters-00aa8b7
Charles Barkey,,,Director - Enterprise Clinical Applications at WVU Medicine,https://www.linkedin.com/in/charlesbarkey
Andrew Doud,Senior Director Global IS\\IT Infrastructure,Vertiv Co,Director IS\\IT Technical Services at Emerson Network Power,https://www.linkedin.com/in/andrew-doud-3784984
Andrew Trestrail,,,Practice Director at Advocate Solutions,https://www.linkedin.com/in/andytrestrail
Tony Heung,,,"Senior Director Global Product Management at Exceptional Innovation, Inc.",https://www.linkedin.com/in/tonyheung
Lisa Alsop,Global ERP Director,Inteva Products,Global Applications Director,https://www.linkedin.com/in/lisa-alsop-6644791
Allison Fisco (Nehez),Account Director,Robots and Pencils,"Account Director at Robots and Pencils, a mobile-first development and strategy company",https://www.linkedin.com/in/allisonnehez
Mark Caswell,"Practice Director - Technology, Cybersecurity, Project Assurance, and Management Consulting",KSM Consulting,Practice Director at KSM Consulting,https://www.linkedin.com/in/markocaswell
Melissa Clack,,,"Director, Business Relationship Management at CareSource Management Group",https://www.linkedin.com/in/melissaclack
Alex Sykes,"Director, Global Computing Delivery",Sherwin-Williams,"Senior IT Leader, Director & Management Professional",https://www.linkedin.com/in/alexsykes
Bill Deighton,Director of Information Technology,Michigan Conference of Teamsters Welfare Fund,Director of Information Technology,https://www.linkedin.com/in/bdeighton
Jeff Crays,"Sr. Director of Information Technology, Infrastructure and Development",Progenity,Sr. Director of IT | Lifetime Learner | Proven experience delivering software development and infrastructure excellence.,https://www.linkedin.com/in/jeff-crays-9471b09
Matthew Brown,"Senior Director of Site Reliability Engineering, Continuous Delivery and Quality Assurance","Explorys, an IBM Company","Senior Director of Site Reliability Engineering, Continuous Delivery and Quality Assurance at Explorys, an IBM Company",https://www.linkedin.com/in/matthew-brown-1135982
Andy Falkenstein,Director of Product Management,Salesforce,Director of Product Management,https://www.linkedin.com/in/afalkenstein
Brett Podoll,"Director, Program Manager",J.A. Villa Consulting LLC,"Director, Program Manager at Ascena Retail Group, Inc.",https://www.linkedin.com/in/brett-podoll-3495ab1
Ryan Shaw,,,Director of Sales at Advance_360,https://www.linkedin.com/in/ryanhshaw
Sergio Cipolla,,,"Partner, Marketing & Communications Director at Techedge Group",https://www.linkedin.com/in/sergiocipolla
David Nest,Regional Sales Director - Enterprise Accounts,Workiva,Regional Sales Director at Workiva,https://www.linkedin.com/in/davidnest
Edmund (Ed) Ponce,Director,Glomark-Governan,Director at Glomark-Governan (EVCa),https://www.linkedin.com/in/edmund-ed-ponce-3aa225
Stuart Ingram,,,Director of Platform Architecture at UPMC Enterprises,https://www.linkedin.com/in/stuart-ingram-104b35
Pam Kerstetter,,,Managing Director at Experis,https://www.linkedin.com/in/pam-kerstetter-253740
Jeff Leach,,,"Managing Director, Major Accounts at OpenText",https://www.linkedin.com/in/jeff-leach-78852
Michael Estefani,Director of Sales,BrightEdge,Sales Director at BrightEdge,https://www.linkedin.com/in/michaelestefani
Russ Tigue,,,"Senior Director, Client Services at Shotfarm",https://www.linkedin.com/in/russtigue
Chris Bryan,"Director, IS Global Operations",Swagelok,"Director, IS Global Operations",https://www.linkedin.com/in/chris-bryan-114a6b1
Lori Humble,Director I Technology,"Anthem, Inc.",Director Technology,https://www.linkedin.com/in/lori-humble-a911981
David Wentland,,,"Director, Eastern US Operations at iLA",https://www.linkedin.com/in/dwentland
Stephanie Coates,Sr. Director Sales and Marketing,Dayhuff Group,"Sr. Director Sales and Marketing at Dayhuff Group: ECM, BI, Watson Analytics and EDRM",https://www.linkedin.com/in/stephanie-coates-8b47b2
Thomas Ruschel,,,Regional Sales Director at Paychex,https://www.linkedin.com/in/tomruschel
"Darren Page, MPM, PMP.",Director of Project Management,"Baldwin & Lyons, Inc.",Director of Project Management,https://www.linkedin.com/in/darren-page-mpm-pmp-aaa84b5
Mahesh Madhusudan,,,"Executive Director, Global Technology at JPMorgan Chase",https://www.linkedin.com/in/maheshmadhusudan
Darren Olson,Senior Director of Consumer Innovation,UPMC Health Plan,Director of Consumer Innovation at UPMC Health Plan,https://www.linkedin.com/in/olsondarren
Brad Perkins,,,Director of Information Technology at FFR Merchandising,https://www.linkedin.com/in/bradleyperkins
Nick Scafaria,Managing Director,Transom Group,Managing Director,https://www.linkedin.com/in/nick-scafaria-7aba731
Kevin Patel,Director - Data Analytics,Nationwide Insurance,Director - Data Management & Analytics,https://www.linkedin.com/in/kevin-patel-b5588a1
Holly Bielawa,,,"Director, Solution Delivery at TD Ameritrade",https://www.linkedin.com/in/hollybielawa
Dana Yanni,Business Development Director,BI WORLDWIDE,Business Development Director at BI WORLDWIDE,https://www.linkedin.com/in/dana-yanni-17a4ab22
Andy Conley,,,"Director, Development - Global Information Technology at OCLC",https://www.linkedin.com/in/andyconley
Don Monda,Director of Local Operations,Oxford Global Resources,"Director, Operations at Oxford Global Resources",https://www.linkedin.com/in/don-monda-9197b9
Lou Kompare,,,"Director, Information Systems and Services at Lorain County Community College",https://www.linkedin.com/in/lou-kompare-305439
JT Holliday,Director of Organizational Development,"Expedient Technology Solutions, LLC",Director of Organizational Development at Expedient Technology Solutions,https://www.linkedin.com/in/johnathanholliday
Pete Loncar,,,"Regional Sales Director at ANSYS, Inc.",https://www.linkedin.com/in/peteloncar
Venkat Satish,"Director - B.D. (ERP, Mobility, BI & BigData)",Reliable Software Resources Inc,Director - Business Development at Reliable Software Resources Inc,https://www.linkedin.com/in/venkat-satish-4715284
Mike McBride,"Director, Asset Lifecycle Services",Ingram Micro ITAD,"Global Director, Asset Lifecycle Services",https://www.linkedin.com/in/mike-mcbride-11a81a
William Nemeth,Director Entrepreneurial Mentoring Program,JumpStart Inc.,"Director Entrepreneurial Mentoring, Instructor NSF I-Corps, Entrepreneur, Startup Advisor, Commercialization",https://www.linkedin.com/in/williamnemeth
Farooq Mulla,"Associate Director, Mobile Solutions & Digital Practice",VirtusaPolaris at Virtusa,"Associate Director, Mobile Solutions & Digital Practice at VirtusaPolaris",https://www.linkedin.com/in/farooqmulla
Jamie OBrien,Director Of Software Support,"Logicalis, Inc.",Director Of Software Support,https://www.linkedin.com/in/jamie-o-brien-246b964
Chris Sage,Sales Director,Access Softek,Sales Director,https://www.linkedin.com/in/chris-sage-3920b83
Michael Patenaude,,,"Corporate Security Director, Information Assurance at Orbital ATK",https://www.linkedin.com/in/michael-patenaude-6828011
Andy Moir,,,"Director, Global Product Marketing at BravoSolution",https://www.linkedin.com/in/andy-moir-54750
"Greg Kyle, CISSP",,,"CISO, Director of Consulting Services at MyDataOnly, Inc.",https://www.linkedin.com/in/greg-kyle-cissp-14508142
Rafaela OReilly,Associate Director of Solution Delivery,BCforward,Associate Director of Solution Delivery at BCforward,https://www.linkedin.com/in/rafaelafarias
"Ramesh Bar, CSM",,,Associate Director at Cognizant,https://www.linkedin.com/in/rameshbar
Michael Boots,"Director, Enterprise Sales",Thomson Reuters,"Director, Enterprise at Thomson Reuters",https://www.linkedin.com/in/michaelboots1
David Saggio,Director of Consulting Services,Nexus Software LLC,Director of Consulting Services,https://www.linkedin.com/in/david-saggio-86304b5
Amy Bogart,,,"Director Executive Information Management at Fast Switch, Ltd.",https://www.linkedin.com/in/amybogart
Julie Cerrone,,,Patient Leader Network Director at WEGO Health,https://www.linkedin.com/in/juliecerrone
Christopher Morris,,,"Account Director, Data Services at CDK Global",https://www.linkedin.com/in/christopher-morris-8607282
Brett Congdon,"Director, Client Services","1 EDI Source, Inc.","Director of Client Services at 1 EDI Source, Inc.",https://www.linkedin.com/in/brc334
Sean Voice,,,Sales Director at Data Strategy,https://www.linkedin.com/in/seanvoice
Michael Martin,,,DevOps Practice Director at Smart Data Systems,https://www.linkedin.com/in/vipmichaelmartin
Michael DeLuca,Director - Americas Global Accounts - Dell EMC Execution Team,VMware,Director - Americas Global Accounts - Dell EMC Execution Team,https://www.linkedin.com/in/delucamichael
Emmett Hynous,,,Director of Inside Sales at Micro Focus,https://www.linkedin.com/in/ehynous
Carl Marrelli,,,"Director, Artificial Intelligence at Royal Caribbean Cruises Ltd.",https://www.linkedin.com/in/carlmarrelli
Trevor Davies,Director of Application Development,CBC Companies,Director of Application Develpment,https://www.linkedin.com/in/trevor-davies-b47560
Daniel Foster,Director Of Information Technology,"G & J Pepsi-Cola Bottlers, Inc.","Director, Information Technology at G&J Pepsi-Cola Bottlers Inc.",https://www.linkedin.com/in/daniel-foster-2753a02
Matt Schwark,,,Director of Information Technology at Fusion Alliance,https://www.linkedin.com/in/matt-schwark-4232952
"Amber Harris, CPC, CRC",,,Director Risk Adjustment at Medigold Mount Carmel Health,https://www.linkedin.com/in/amber-harris-cpc-crc-7111197a
Victoria Adrian,,,"Managed Print Services Director at ComDoc, Inc.",https://www.linkedin.com/in/victoria-adrian-48ba1160
Kevin Raubenolt,Director Cloud Solutions,Rolta AdvizeX,Director Cloud Solutions at Rolta Advizex,https://www.linkedin.com/in/kevin-raubenolt-09b2563
Brian Ward,,,"Director, Software Development at Virtual Hold Technology (VHT)",https://www.linkedin.com/in/glyphrider
Paul Mercina,,,Director of Product Management at Park Place Technologies,https://www.linkedin.com/in/paulmercina
Matthew Hutchison,"Senior Director, Product Marketing for Health and Life Sciences",Salesforce,"Senior Director, Product Marketing, Health and Life Sciences",https://www.linkedin.com/in/matthew-hutchison-7745a811
Tom McDowell,Client Director,VMware,Client Director at VMware - Helping clients create a Software-Defined Enterprise.,https://www.linkedin.com/in/tom-mcdowell-144751
Joseph Moore,Senior Director of Software Quality Engineering,LexisNexis,Sr. Director of Software Quality Engineering,https://www.linkedin.com/in/joseph-moore-473a0b7
Keri Speciale - Corbin,"Director, DHL Supply Chain, Infrastructure Service Management",DP DHL,"Director, DHL Supply Chain, Infrastructure Service Management",https://www.linkedin.com/in/keri-speciale-corbin-96a2254
Mike Biggs,,,Director of Columbus Operations at Brooksource,https://www.linkedin.com/in/biggsmike
Pradeep Kumar,"Director Technology, Solution & Performance Architect",SapientRazorfish,"Director Technology, Solution & Performance Architect",https://www.linkedin.com/in/pradeep0809
Jason Lis,Director of Business Operations,TEKsystems,Director of Business Operations,https://www.linkedin.com/in/jason-lis-61134213
D. Chris Delong,Senior Director Infrastructure/Operations/Security,"Bob Evans Restaurants, LLC",Senior Director Infrastructure/Operations/Security,https://www.linkedin.com/in/d-chris-delong-91107311
"Julie Saullo, CSSB","Director, Business Transformation",Gateway Health Plan,"Director, Business Transformation Gateway Health",https://www.linkedin.com/in/julie-saullo-cssbb-9a289aa
Kevin Kovitch,,,Director of Salesforce Product at OnShift,https://www.linkedin.com/in/kevinkovitch
Kevin Davis,,,Director Microsoft Alliances Americas at Dynamics Software,https://www.linkedin.com/in/kevin-davis-a6a54a7
Dave Foster,"Executive Director, IT and Operations",Pinnacle Solutions Incorporated,"Executive Director, IT and Operations",https://www.linkedin.com/in/dave-foster-8913535
Damon Davis,"EVP, Managing Director",MRM//McCann Buenos Aires,"EVP, Managing Director MRM//McCann Buenos Aires",https://www.linkedin.com/in/damon-davis-b696884
Matt Stroop,"Director, IT Client Services / Lean Six Sigma Black Belt",Cardinal Health,"Director, IT Client Services / LSS Black Belt at Cardinal Health",https://www.linkedin.com/in/matt-stroop-7835494
Jeff Thorsen,"Senior Director, Global Professional Services","Honeywell Workflow Solutions, Safety and Productivity Solutions","Senior Director, Global Professional Services, Honeywell Workflow Solutions",https://www.linkedin.com/in/jeff-thorsen-9194244
Tim Hollingsworth,,,Director of Solution Sales at AdvizeX Technologies,https://www.linkedin.com/in/timhollingsworth
Cindy Snide,Marketing Director,Revolution Group,"Marketing Director, Revolution Group",https://www.linkedin.com/in/cindysnide
Ted Sapp,Senior Director,Diebold Nixdorf,Senior Director,https://www.linkedin.com/in/ted-sapp-4296772
"Will Krambeer SPC4, CSM, PMP",,,"Director, Project Lifecycle Services at Fusion Alliance",https://www.linkedin.com/in/will-krambeer-spc4-csm-pmp-8154022
Moungi Slim,Director - Solution Sales - Data Management & Analytics Platform,Microsoft,Director - Solution Sales at Microsoft,https://www.linkedin.com/in/moungislim
Craig Klatt,,,Director Data Center Operations at Expedient Data Centers,https://www.linkedin.com/in/craig-klatt-5a6343
Ramanujam Chari,Executive Director,J.P. Morgan,Technology Director,https://www.linkedin.com/in/ramanujam-chari-1751a2
Nagaraja Kamath,Director,Cognizant,Director at Cognizant Technology Solutions,https://www.linkedin.com/in/nagaraja-kamath-7493655
Renee Sadauskas,Business Development Director,MediaSmack,Business Development Director,https://www.linkedin.com/in/reneesadauskas
Michelle Marek,,,Director of Administration & Marketing at Taft Stettinius & Hollister LLP,https://www.linkedin.com/in/marekmichelle
Mark Horste,,,Director Information Services at Centers for Dialysis Care,https://www.linkedin.com/in/mhorste
"Anthony DiFranco, M.B.A.",,,"Director of Client Services at Exodus Integrity Services, Inc.",https://www.linkedin.com/in/anthonyrdifranco
Bob Corbin,Senior Director of Infrastructure,The Ohio State University,Sr Director of Infrastructure at The Ohio State University,https://www.linkedin.com/in/bob-corbin-0669a34
Philip Ross,Director of Recruiting,Lightwell Inc.,Lightwell Inc. (formerly Oxford Consulting Group) Director of Recruiting,https://www.linkedin.com/in/philip-ross-0b89183
Robert Kirchstein,"Director, Product Marketing",Bloomberg BNA,"Director, Product Marketing at Bloomberg BNA",https://www.linkedin.com/in/robert-kirchstein-7441663
Kurt Peterson,,,Director of Sales at Pacejet,https://www.linkedin.com/in/kurtppeterson
Iulian Bulucea,,,"Director, Information Technology at Strang Corporation",https://www.linkedin.com/in/iulian-bulucea-5aa2211
Pinal Patel,,,Director at Cognizant,https://www.linkedin.com/in/pinal-patel-5751181
Matt Schmandt,Director of IT,Lifestyle Communities,Director of IT @ Lifestyle Communities,https://www.linkedin.com/in/matt-schmandt-841253
Mike McHugh,,,"Sales Director at Involta, LLC",https://www.linkedin.com/in/mikemchugh2
"Becky DiSalvo, MD",,,"Medical Director at Molina Healthcare of Ohio, Inc.",https://www.linkedin.com/in/becky-disalvo-md-a410729
Dale Kachele,,,Senior Director of Technology at One Click Ventures,https://www.linkedin.com/in/dale-kachele-5656486
Patrick Sweet,,,"Senior Director, Customer Services at Thomson Reuters",https://www.linkedin.com/in/patrick-sweet-36bb3a5
Mollie Lynch,,,"Director, Project and Program Management Office at EWI",https://www.linkedin.com/in/mollie-lynch-bbb9405
Jonathan Edmonds,Director,HM Health Solutions,Director of Strategy and Administration at HM Health Solutions,https://www.linkedin.com/in/jonathanedmonds
Sharad Gulati,Executive Director,JPMorgan Chase & Co.,"Executive Director,Global Technology at JPMorgan Chase",https://www.linkedin.com/in/sharad-gulati-2600365
Camille Habaye,Executive Managing Director,IG Solutions Provider LLC,Executive Managing Director at IG Solutions Provider Consulting Services,https://www.linkedin.com/in/camille-habayeb-9a08233
Anthony Lukasavage,,,"Director of Software Development at Innovu, LLC",https://www.linkedin.com/in/alukasavage
Neil Klein,"IT Director, End User Computing",University Hospitals of Cleveland,"Director, End User Computing at University Hospitals of Cleveland",https://www.linkedin.com/in/neil-klein-2542a83
Michael Murdza,"Sr. Director, Data Products",Salesforce,"Sr. Director, Data Products at Salesforce Marketing Cloud",https://www.linkedin.com/in/murdza
Tony Jimenez,,,Partner Director \xe2\x80\x93 Global ISV Alliances at Microsoft,https://www.linkedin.com/in/tony-jimenez-a59ba0
Kevin Burgess,,,Director of Sales - Enterprise Public Sector at StreamLink Software,https://www.linkedin.com/in/kevinburgess0217
"Ronald Blue CPC, SHRM",Director Of Recruiting,Fusion Alliance,Director of Recruiting at Fusion Alliance,https://www.linkedin.com/in/ronald-blue-cpc-shrm-1223b857
Katherine Douglass,,,"Director, IT Process Management at Nationwide Insurance",https://www.linkedin.com/in/katherine-douglass-b4666121
Ben France,,,Regional Sales Director at Paycor,https://www.linkedin.com/in/ben-france-6a03541
"Jeanne A. Middleton, PMP",Director of Information Technology,Franklin County Children Services,Director of IT,https://www.linkedin.com/in/jeanne-a-middleton-pmp-74095911
Sharon Skodnik,,,Director of Quality Assurance at OnShift,https://www.linkedin.com/in/sharon-skodnik-2b12aa6
Doug Hromco,"Director, Enterprise Continuity Management (Cyber Security)",Nationwide Insurance,"Director, Continuity Management at Nationwide Insurance accountable for business recovery and disaster recovery (BRDR).",https://www.linkedin.com/in/doug-hromco-a8a9454
Matt Huth,Director of Software Development,nChannel Incorporated,Director of Software Development at nChannel Incorporated / Co-Owner at The Yoga Loft,https://www.linkedin.com/in/matthuth
Keith Davis,National Director- Advanced Finishing Solutions,Ricoh USA Inc.,National Director of Sales -Advanced Finishing Solutions at Ricoh USA Inc.,https://www.linkedin.com/in/keithkddavis
Elizabeth Flynn,,,"Senior Account Director at Fast Switch, Ltd.",https://www.linkedin.com/in/elizflynn
Joe Corbin,"Director, Sales Consulting",Oracle,"Director, Sales Consulting at Oracle Retail",https://www.linkedin.com/in/joe-corbin-52266b3
Brian Kaselak,Director of System Engineers,Fortinet,"Director, System Engineers - Ohio Valley Commercial at Fortinet",https://www.linkedin.com/in/brian-kaselak-a5a2202
Doug White,"Director, Product Management Salesforce Marketing Cloud",Salesforce,"Director, Product Management Salesforce Marketing Cloud",https://www.linkedin.com/in/doug-white-b454001
Chuck Mallory,Director Strategic Accounts - Automotive/Mil Aero North America,The Qt Company,Director Strategic Accounts at The Qt Company,https://www.linkedin.com/in/chuck-mallory-a590951
Michael Vogt,,,"National Director, Healthcare Solutions at mPulse Mobile",https://www.linkedin.com/in/vogtmichael
"Lacey Martin, PMP",,,PMO Director at Nationwide Childrens Hospital,https://www.linkedin.com/in/lacey-martin-pmp-9812377
Frank Swierz,,,"Senior Director, Software Development at Thomson Reuters",https://www.linkedin.com/in/frank-swierz-57192a4
Howard Schreiber,Associate Director,Accenture,Associate Director SAP at Accenture,https://www.linkedin.com/in/howardschreiber
Geoffrey Carr,,,"Director of Software Development at Exceptional Innovation, Inc.",https://www.linkedin.com/in/geoffcarr
Tim Schwa,"Director, Technology, Enterprise Applications",OCLC,"Director, Technology, Enterprise Applications at OCLC",https://www.linkedin.com/in/tim-schwab-1200762
Nate Allen,Director Client Services Operations,IBM Watson Health,"Director Client Services Operations at Explorys, an IBM Company",https://www.linkedin.com/in/nate-allen-1364941
Joshua Manges,,,Managing Director at Randstad Technologies US,https://www.linkedin.com/in/joshua-manges-642912
Tony Leraris,,,Managing Director at Accenture,https://www.linkedin.com/in/tony-leraris-613597
Randy Stern,Account Director,Forrester,Account Director - National Accounts at Forrester,https://www.linkedin.com/in/randy-stern-509185
Pete Thompson,"Senior Director, Data & Analytics",Merkle,"Senior Director, Data and Analytics at Merkle",https://www.linkedin.com/in/petethompsonpgh
Steve Mullins,Director Advisory Services - Healthcare,KPMG,Director - Advisory Services at KPMG,https://www.linkedin.com/in/steve-mullins-38842611
Gabe Maentz,Director of Solution Architecture,"River Point Technology, LLC",Director of Solution Architecture at River Point Technology,https://www.linkedin.com/in/gabe-maentz-ab0546
Alex Gindin,,,"Director, Solutions Management & Design at Five Star Development",https://www.linkedin.com/in/alexgindin
Karl Hering,,,Director of Business Intelligence at Park Place Technologies,https://www.linkedin.com/in/karlhering
Jason Latham,,,HR Director at Nationwide Insurance,https://www.linkedin.com/in/jason-latham-7471b47
Pat Welsh,,,"Director Manufacturing ERP Consulting at Revolution Group, Inc.",https://www.linkedin.com/in/pat-welsh-9238765
Troy Henley,"Asst. IT Director, Information Security \\ Cybersecurity Lead",The Ohio State University - Business Advancement and Athletics,Asst IT Director - Business Advancement and Athletics at The Ohio State University,https://www.linkedin.com/in/troyhenley
Rich Dugger,Sales Director,Everstream | Fiber+Ethernet+Internet,Sales Director at Everstream,https://www.linkedin.com/in/richdugger
Melissa Hix,,,"Director, Claims Administration at CareSource",https://www.linkedin.com/in/melissahix
Jessica Gordon,Director Account Development,Trintech,"Director, Account Development at Trintech",https://www.linkedin.com/in/jessica-gordon-b838b859
Bryan Mitchell,,,"Sales Director, Great Lakes District at Certified Security Solutions",https://www.linkedin.com/in/bryan-mitchell-88260551
Nicholas Monaco,,,"Director of Service at Service Express, Inc.",https://www.linkedin.com/in/nicholas-monaco-43946839
Dustin Kirby,,,Director of Business Development at improveit! 360,https://www.linkedin.com/in/dustin-kirby-58316437
Tony Vespoli,"Key Account Director, KeyBank",Oracle,Key Account Director for KeyBank at Oracle,https://www.linkedin.com/in/tony-vespoli-26b71012
Michael Hurley,Director of Product Management,"1 EDI Source, Inc.",Director of Product Management,https://www.linkedin.com/in/michael-hurley-7b9b5a7
"Rachel Borland, PMP, PROSCI",Director IT PMO,West-Ward Pharmaceuticals,Director PMO at West-Ward Pharmaceuticals,https://www.linkedin.com/in/rachel-borland-pmp-prosci-4946944
Scott Canupp,,,"Sales Operations Director at Explorys, an IBM Company",https://www.linkedin.com/in/scott-canupp-3056034
Daniel Hoban,,,Business Development Director at Nuspire,https://www.linkedin.com/in/danhoban
Eric Pinho,"Senior Director, Service Management",Sungard Availability Services,"Senior Director, Customer Success for Managed and SaaS Services",https://www.linkedin.com/in/ericpinho
Scott Kehr,,,Technical Director at CemSites,https://www.linkedin.com/in/scott-kehr-a166a659
Charles Clemons,,,Marketing Director at Bone Dry Roofing Inc,https://www.linkedin.com/in/charles-clemons-4b31ab47
Keith Goedde,,,"Director, Infrastructure Engineering at Nationwide Insurance",https://www.linkedin.com/in/keithgoedde
"William Richey, PMP, CSM",,,"Director, Consulting Services at CGI",https://www.linkedin.com/in/william-richey-it-executive
Aaron Erickson,,,Director at Oracle,https://www.linkedin.com/in/aaron-erickson-a3974610
Jim Samolovitch,Sales Director,Kinvey,Sales Director at Kinvey | MBaaS | Mobile | Digital Cloud Platform | Cognitive,https://www.linkedin.com/in/jim-samolovitch-9802197
Evan Taylor,,,IT Director for Campus Operations at University of Dayton,https://www.linkedin.com/in/evantaylor1
Wesley Willoughby,"Director, Strategic Accounts",SciQuest:Jaggaer,"Director, Strategic Accounts at JAGGAER",https://www.linkedin.com/in/wesley-willoughby-62a0935
Jeremy Eddy,Program Director,World Wide Technology,Program Director at World Wide Technologies,https://www.linkedin.com/in/jeremy-eddy-540ba04
Eric Whitney,,,"Managing Director, Technology at Annalect",https://www.linkedin.com/in/bigblueq
Laura Kelly,,,"Director, Finance & HR at Touchtown Inc.",https://www.linkedin.com/in/laurabpatterson
J. Michael Warden,"Senior Director, Service Management - Health Information Technology & Services",University of Michigan,"Senior Director, Service Management at University of Michigan",https://www.linkedin.com/in/j-michael-warden-3555511
Daniel Ritchey,,,"Director, IT Architecture at Nationwide Insurance",https://www.linkedin.com/in/danielritchey
Frank Tallarico,,,"Director, Enterprise Business Services at UPMC",https://www.linkedin.com/in/franktallarico
Lisa Gage,Information Technology - Director,GM,General Motors - IT - Director,https://www.linkedin.com/in/lisa-gage-b0646a
Nick Kappler,Director of Sales,OneFitStop,Director of Sales - SaaS - Fitness - Payment Processing,https://www.linkedin.com/in/nickkappler
Steve Chase,"Director, Application Solutions",Fusion Alliance,Director of Application Solutions at Fusion Alliance,https://www.linkedin.com/in/stevechaseindy
Rupesh Varma,,,"Director, Marketing - Business Analytics at Oracle",https://www.linkedin.com/in/rupesh-varma-a941a66
Graham Person,Executive Director,JPMorgan Chase,Managing Director,https://www.linkedin.com/in/grahamperson
Michael Mahoney,,,Managing Director at CEP,https://www.linkedin.com/in/michael-mahoney-bbb8824
Duy Trinh,Director - International Sales and OTC Cordis Integration,Cardinal Health,Director - SAP CoE Software Engineering at Cardinal Health,https://www.linkedin.com/in/duy-trinh-1402244
Rob Miller,,,"Director, Web Strategy at UPMC",https://www.linkedin.com/in/rob-miller-a833872
Christopher Weirup,,,"Digital Service Line Director at SDLC Partners, L.P.",https://www.linkedin.com/in/christopherweirup
Cathy Kauffman,Director Software Quality Engineering,LexisNexis,Director of Software Quality Engineering,https://www.linkedin.com/in/cathy-kauffman-08a7791
Denise Herne,,,Director at Crowe Horwath LLP,https://www.linkedin.com/in/deniseherne
"Julie Budd, PMP",Director HRMS Systems,L brands,Director HRMS Systems at LBrands,https://www.linkedin.com/in/julie-budd-pmp-0923a0
Stacey Simonton,,,"Managing Director at Sanctuary Software Studio, Inc.",https://www.linkedin.com/in/stacey-simonton-600386b0
Peter Bovenzi,"Director, Strategic Initiatives and Business Development",NineSigma,"Director, Strategic Initiatives and Business Development",https://www.linkedin.com/in/peter-bovenzi-8a004723
Sheila Puffenberger,Director of Information Technology,Hillsdale Community Health Center,Director of Information Technology at Hillsdale Hospital,https://www.linkedin.com/in/sheila-puffenberger-b8557914
Craig Weer,,,Regional Sales Director at VMware,https://www.linkedin.com/in/craig-weer-2432aa
Clinton Winkler,,,"Director Product Management, Marketing Cloud Data Products at Salesforce",https://www.linkedin.com/in/clintonwinkler
Dan Weatherby DANO,,,Creative Director at National Sign Systems,https://www.linkedin.com/in/danweatherby
Matt Beard,"Senior Director, Platform Engineering",Salesforce Marketing Cloud,Senior Director of Platform Engineering at Salesforce Marketing Cloud,https://www.linkedin.com/in/mbeard
Stephanie Konkoy,Vivit Engagement Director,Vivit Worldwide,Vivit Engagement Director,https://www.linkedin.com/in/stephanie-konkoy-56175b1
Kyle Herndon,,,Enterprise Sales Director at Reputation.com,https://www.linkedin.com/in/kyle-herndon-3603971
Lisa Button,Director Admin,FedEx Services,Director Admin at FedEx IT Services,https://www.linkedin.com/in/lisa-button-43828085
